"age" "height" "weight" "pulse" "drink" "edu" "fitbit" "bike" "eval" "coach" "lost"
43 66 150 68 n y n y y n n
35 68 160 48 n y n y n n y
48 69 212 58 n y y y n n n
38 67 178 64 n y n n y n n
49 64 174 50 y y n n n y y
53 67 187 59 y y n n n y y
36 67 204 76 n y n n y y y
43 69 215 53 y y y n n n n
45 71 199 48 y y n y y n y
46 71 225 51 n n n n n n n
41 69 184 56 n n n n n n y
51 68 169 53 y n n y n n n
41 59 147 77 y y n n y n y
33 66 183 79 n n n n y n y
35 71 201 49 y n n y n n y
45 68 169 62 n y n n n y n
45 66 202 64 y y n n y n n
45 64 188 47 y n y n n n n
34 68 144 60 y y y n n n n
54 63 163 49 n n n n n n n
46 67 122 60 y y n y n n n
61 64 175 66 y n y n y n n
48 73 151 64 y n n n n y n
59 63 115 56 y y y y y n n
50 68 211 51 n n n n y n n
46 67 155 43 y n n n n n n
45 66 149 50 y y y n n n n
45 72 237 55 y n n n y n n
41 66 129 59 n y n n n n n
46 70 214 75 n y n n n y n
29 63 153 76 n y y n n n y
57 68 163 70 y n n n n n n
45 64 151 64 y y y n n n y
29 68 180 62 n y n n n n n
33 66 204 63 y y y y n n n
30 60 130 48 y y y y y n y
41 63 144 73 y y y y n n y
51 68 195 51 n y n n n n n
40 69 219 54 n n n n n n n
40 68 148 63 y y y y y n n
49 76 249 70 n y n n y n y
43 74 220 44 y n n y n y y
45 72 198 52 n n y y n n n
38 69 171 53 y y n n n y n
47 68 195 53 n n n n y n y
38 68 196 58 n n n n n n n
52 68 213 65 n y n y y n y
54 68 166 70 n n n n n y n
34 72 199 62 n y y n n n y
41 75 166 69 y n n y y y n
46 71 228 54 n n n y n y y
39 70 218 50 n y n n n y y
42 71 153 49 n n n n n y y
46 67 165 67 n n y n y n y
37 71 195 64 n n n y n n n
54 72 154 66 y y n y n y n
43 63 135 69 y n n n n n n
51 68 181 71 y y n n n n n
32 67 169 52 y y n y n n y
47 71 202 70 y y n n y n y
29 69 189 75 y y n n n n n
42 67 198 68 y n n n n n n
46 63 169 50 n y n n n y n
54 72 243 71 n n n y y n y
45 71 214 70 n n n n n n n
54 70 186 41 y n n y n n y
46 73 233 51 y y n n y y y
49 68 180 38 y n n y n n y
45 66 171 58 y n n n n n n
44 64 150 50 n y n n n n n
61 69 164 50 y n y y n n y
38 66 186 67 n y y n y y y
38 70 224 55 n y n y y y n
33 71 143 53 n y n y n n y
52 68 216 61 y n n y n n n
47 76 272 50 n y n n n y y
45 66 160 44 y n y y n n n
42 67 205 54 n y n n n y y
54 61 158 70 y y n y y n y
55 63 177 70 y y y n y n y
57 67 169 59 n y n n n n n
51 68 197 67 y n n n n n n
45 68 178 46 y y n n n n n
39 66 200 48 n y y n n n n
38 65 159 67 y y y n n n y
55 70 210 46 y n n y n y n
44 74 166 59 y y y n y n y
49 69 179 71 y y y y n n y
48 64 150 65 n y y y n y y
48 67 202 46 n n n n n n n
39 68 167 65 y n y n n n n
41 78 265 77 y y n n y y y
49 66 158 78 n n n n n n y
40 73 226 50 n n n n n y y
57 66 202 79 n n n n y n n
31 62 165 69 y y n n n n n
53 72 242 50 n y n y n n y
34 58 129 70 n y y n n n n
39 64 179 71 y y y n y n y
45 66 203 63 n y n n n y y
50 73 170 69 n y y n y n y
55 71 233 54 n y n n n y y
32 72 201 57 y y n y n n y
61 67 195 47 y y n n n y y
45 79 288 70 n y y n y y y
45 72 183 54 n n n y n n y
56 63 144 59 n y y y n n n
33 63 142 68 y n n n n n n
49 69 174 66 y n n y y n n
52 69 221 46 n y n n n y y
46 71 220 42 n y n n n y y
62 65 154 48 n y y n n n y
57 67 175 48 n n n y n n y
50 68 192 48 n y n n n y y
46 68 163 77 n y y n y n y
48 61 125 68 n y y n y n y
52 68 172 48 y y y y n y y
43 72 187 54 y n n n n n n
42 70 175 58 n y n y n n y
40 64 174 43 n y n n y y y
54 73 186 56 y n n y n n y
52 72 227 48 y y n n n y y
35 64 182 66 y y y n y y n
35 66 183 50 y y y n n n n
50 66 170 54 y y n y n n y
40 68 178 65 y n n n n n y
38 69 210 67 n n n n n y n
45 69 201 49 n n y y n n y
42 72 230 63 y n y n n y n
39 70 208 50 n y y n n n n
50 64 144 69 n n y n y n y
45 73 244 47 y n n n n n y
49 60 140 63 n y n y n n n
33 68 206 72 y n n n n n n
45 64 189 71 y y n n n n n
45 60 130 60 y n y n n n y
39 70 144 57 y n y y y y n
46 64 181 62 y y n n n n n
50 70 224 43 y y n n n n n
31 66 157 73 n y y n n n y
45 68 196 50 n n n n n n n
48 68 179 54 n y n n n n n
54 63 134 60 n y y n n n y
56 69 218 46 y n n n n n n
55 67 165 55 y y n y n n n
58 65 120 67 n n n y n y n
45 71 147 70 n y n n n n n
48 70 156 50 y y y n n y y
55 68 198 63 y n n n n n n
30 71 233 69 y y y n y n y
41 67 190 50 y y n n n n n
54 73 232 53 n n n n n y y
66 68 180 63 n y y n n n y
37 68 160 73 n y n n n n n
48 68 164 51 y n n n y n n
44 67 154 77 n y n n n n n
54 66 186 73 y y n n y n y
51 72 202 46 n y n y y n n
47 72 191 67 y y n n n n n
60 60 154 67 y y n n n n n
56 69 205 68 n y n y y n n
45 74 241 46 n y n n y y y
38 69 215 63 n n n n n n n
43 71 232 80 y y n y y n y
45 71 227 73 n y y y y n y
49 61 156 47 n y y n n y y
61 75 238 48 y y n n y n y
34 63 173 46 y y y n n y y
48 61 132 73 n y n n n n n
29 70 192 45 n y n y y n y
56 71 217 78 y n n n n n n
60 70 157 57 y y y y n y n
39 65 198 66 y n y n n y n
56 63 174 60 y n n n y n n
34 72 181 71 n y n y n n n
65 64 171 69 y y n n n n y
42 68 213 64 n n y n n n n
43 62 113 41 n y n n n y n
51 73 243 50 n y n n n n n
36 72 182 74 n y n n n n n
54 68 211 50 y n n n y n n
35 67 202 59 y y n y n n n
36 63 175 70 y n n n n n n
29 70 207 66 n y y n n n n
47 67 166 74 n y n n n n n
48 75 201 69 y y y n n y y
45 72 244 63 y n n n n n n
53 67 145 71 n y n n n y n
45 68 179 58 n n y n n y n
34 69 164 50 y y n y n n n
60 68 144 65 y n y n n y n
55 69 206 70 y n n n y n y
47 65 176 54 y y n n n y n
47 67 209 41 y y n n n n n
46 65 174 53 y y n n y y n
44 67 186 69 n n n n n n n
54 65 186 50 y y n y n y y
41 71 238 45 y y y y n y y
35 72 246 71 n n n n y n y
39 69 170 48 n y y y n n y
39 69 205 63 y y y n y y n
26 68 164 70 y n y n n n y
43 62 146 63 y y n n n n n
45 71 219 70 n y y n y y y
43 68 172 74 n y n y n y y
34 69 179 55 n y n n n n n
35 71 188 44 y y n y n n y
41 70 226 71 y y n n y n n
67 72 238 53 y y n n n n y
34 64 186 56 n y y y y n n
42 72 246 76 n n y n y n y
46 68 174 66 y n y n n n n
43 66 162 65 y n y y n y n
37 74 217 56 y y y y y n y
42 67 210 50 n n n y n y y
48 68 179 74 y n n n n n n
57 68 199 62 y n n n y n n
46 69 205 51 y y n n n n n
54 68 202 70 y n n n n n y
60 66 180 38 n y n y n y n
35 71 237 70 y y n y y y n
34 65 166 72 n y n n n n n
36 64 171 53 n y n n y n n
50 68 218 71 n n n y n n n
53 67 191 49 n n n n n n y
54 72 190 48 y n y y n y y
41 66 194 66 y n n y n n n
45 66 160 42 n y n y n y y
45 67 179 68 y n y n n n n
61 73 177 53 n y n n n n n
41 72 235 47 n n n n n y n
50 63 177 70 n y n n n n n
41 70 204 70 n n n n y n y
48 68 195 70 y y n n n n n
51 70 210 53 y n n n y n n
41 71 231 61 n y n n y y n
55 65 184 64 y y n n n y n
45 70 207 47 y n n n n y y
51 64 145 45 y y n n n n n
45 65 154 69 y n y n n n y
30 68 179 70 n y n n n n n
36 68 169 61 n y n n y n y
42 62 152 73 y y n y y n n
43 71 141 63 n y n n n n n
37 72 196 52 n y n y n n y
45 69 180 45 y n y y n n y
57 67 208 47 n y n n y y y
42 73 202 70 n y n n n n n
38 68 208 50 y y n n n n n
46 73 229 56 y y n n y n y
45 66 196 58 n y n n n n n
38 60 138 50 n y y n n n n
57 68 178 63 n y n n n n n
50 68 198 55 y y n n n n n
46 70 192 69 n n n n n y n
49 64 144 57 n y n n y y n
54 76 265 66 n y n n y n y
55 70 219 74 n y n n n y n
51 70 171 77 n y n n n n n
53 72 241 50 y n n n n n n
51 72 184 70 y y y y n n y
38 69 220 73 n y n n y y y
45 68 163 65 n n n n y n n
48 74 240 38 y n n y y y n
33 67 211 76 y y n y n n n
43 70 178 51 n n n y n y y
44 70 169 55 y n n n n y n
37 64 178 45 n n y n n n n
44 70 196 48 n y y n y y n
36 61 128 73 n y y n n n y
32 72 228 57 y y n n n n n
48 70 174 69 y y n n y n n
48 68 179 50 n y n y n y y
44 69 143 66 n y y n y n y
56 65 145 71 y n y n n n n
49 64 125 63 y n n n n y n
42 71 221 66 y n n y y y n
45 73 227 46 n n n y n n n
32 70 180 77 y n n n y n n
47 72 225 54 n n n n y n y
55 66 188 66 n y n n n y n
43 67 200 58 n y n n n y n
50 71 144 64 n y n n y y n
26 67 190 68 n n n n y n y
42 69 217 67 y y n y y y n
59 71 159 64 y n n n n y n
56 67 158 67 y y n n n n y
39 65 183 48 n y n n y y y
34 69 187 69 n y n n n n n
45 68 217 60 n n n y n y y
29 65 155 53 y y n n n y n
53 63 154 52 y y n n n n n
52 68 216 51 n y n y n y y
41 68 164 41 n y n n n n n
52 69 131 56 y y n y n y n
50 63 182 64 y n n n y y n
49 62 165 75 n n y n n n n
52 67 123 56 y y n y y n n
41 68 165 58 n y n n n n n
36 69 151 60 y y n n n n n
45 70 208 53 n y n y n n y
43 69 171 54 n y n n y n n
43 71 224 55 y n y n n n n
50 71 231 67 n n n y n y n
42 69 147 65 y n y n y n n
45 68 194 67 y n n n n y n
48 68 139 64 y y y y n y n
41 68 191 54 n y n n n n n
45 71 216 70 n y n n n n n
45 70 195 52 y n n y n y y
39 68 159 74 y y n n n n n
50 71 214 56 y y n y n y n
33 74 247 69 y y n n y n y
51 71 149 67 y n n y n n n
30 73 203 62 y n y n n n y
45 72 240 62 n y n n n n n
35 66 158 59 y y y n y y n
47 67 208 58 n n n y n y n
37 70 221 69 y y n n n y n
45 62 171 60 n n n y n n n
53 68 179 71 y y y n n n y
45 69 168 61 n y y y y y n
41 70 177 58 y n n n n n y
33 67 206 54 n y n y n n n
51 77 272 80 n y n n n n n
53 73 187 60 y n n n y n n
48 67 159 59 n y y n n n n
53 73 227 53 n y n y y n n
52 68 207 53 n y n y n y y
54 72 159 56 n n y n n n n
39 67 176 63 y n y n y n y
57 72 231 44 n y n n n n n
51 70 186 61 y y n y n n y
50 65 192 44 y y y n n n n
53 64 190 46 n y n n n y y
53 69 177 60 y y n n n n n
35 58 125 46 y n n n n n n
48 61 140 64 y y y n n n y
53 68 184 62 y n y y y n n
50 62 160 52 n y n y n n n
49 66 188 71 n y n y y n y
30 62 140 52 n n n n n n n
53 67 185 50 y n n n n y y
54 66 150 52 y y n n n n n
44 69 198 49 y y n n n y y
34 69 179 75 y n n n n n n
45 70 186 66 y y n n n n n
40 68 162 65 y n y n n y y
54 67 192 59 n y n n n y y
52 65 123 69 n n n n y y n
55 69 208 69 y y n n n n n
41 69 213 49 n y n n n n n
49 67 193 60 y y y n n y n
45 68 161 72 y y n n n n n
56 65 192 62 y n n n n y n
35 71 238 42 y y n n y n y
38 69 202 56 n y n n y n n
42 69 219 61 y n y n y y n
47 67 208 70 y n n n n y n
43 69 132 57 n n y n y n n
49 66 204 48 y n y n n y y
48 65 147 72 n n n y y n n
39 68 214 67 y y n n y n y
36 68 160 53 n y n y n n y
53 68 173 68 n n n y n n n
35 72 227 53 n y n y y n n
47 68 207 70 y y n n n n n
53 68 165 77 n n n n y n n
45 66 152 60 n y n y y n n
45 68 173 47 n n n y n n y
49 71 187 68 n n n n n n n
62 67 174 67 n n n y y y n
39 69 189 58 y n n n n y y
31 67 192 78 n y n n n n n
44 66 162 68 y y y n n n y
43 65 133 71 n y y y n n y
47 69 131 50 y y y n y n n
52 65 154 78 n y n y n n n
50 64 178 50 n y n n n y y
38 67 210 56 n y y y y n n
52 73 198 74 y n n n y n n
39 63 118 65 y y n n n y n
41 74 203 53 y y n y n y y
40 65 159 47 y y n y n n y
47 68 193 50 y n n n n n n
48 69 197 51 y y n n n n n
45 68 182 75 n n y n n n n
50 66 190 46 n y n n n n n
44 69 142 67 n n n n n y n
37 71 184 57 y y y y n y n
53 67 208 77 y y n y y n y
33 65 183 49 n y n n n n y
43 64 168 50 n n n n n n n
41 68 198 71 y y n n y n n
44 68 201 51 y y y y n n n
62 72 197 80 y y y n n n y
39 70 206 62 n y n n y n n
46 67 207 49 y y n n n y y
51 66 155 68 n n n n n n n
44 71 217 53 n n n n n y y
41 66 153 68 n y n n n n n
43 67 134 52 n y n y n y n
49 69 214 59 y y y n n y y
45 67 164 69 n n n n n n n
45 73 240 52 n y n n n n n
34 69 175 44 y y n n n n n
41 69 188 51 y y n n n n y
48 64 181 56 n n n n n y y
45 69 171 66 n y n n y y y
56 73 197 51 y n n n n n n
45 68 161 45 y n n n y n n
42 68 199 71 n y y n y n y
56 66 185 70 y y y n n n n
45 66 121 51 y y y y n y n
36 68 170 50 y y n n n n n
61 72 180 50 n n n y n n y
43 68 209 53 n y n n n n y
49 65 166 72 y y n n n y n
39 69 212 61 n y n n n n n
49 66 198 44 n n n y n n n
38 68 207 43 y y n y n n n
41 67 200 51 y y y n y n n
33 63 135 65 n y y n y n y
52 68 135 64 n y y y y y n
48 68 204 69 n y n n y y y
48 68 159 46 n n n y n n y
30 68 196 65 n n n n n n n
36 71 195 51 y y n n n n n
56 70 184 76 y y n n y n y
47 65 177 77 y y n n y y y
35 70 196 72 n y n n n n n
36 69 176 50 y y y n y y n
38 67 126 65 y y n y n n n
45 70 186 54 y n n n n n n
51 64 157 53 n y n y n n y
32 68 166 53 n y y n n y n
31 69 183 53 n y n y y n y
36 70 210 46 y y n n n n n
43 69 179 68 n y y n n n y
38 74 203 52 n n n y n n y
38 67 188 49 n y n n n n y
49 69 197 64 n y y y n n n
55 76 259 69 n n n n n y y
50 66 172 57 y y n n n n n
46 71 229 70 n y y y n y n
56 60 128 67 n n n n y y n
41 68 206 61 n y y y y n n
56 67 179 50 y y y n n n y
38 69 213 75 n n n n y n y
55 68 201 48 y y n n y y y
47 69 189 76 y y y n n n y
42 68 204 53 y n n n n y y
35 70 211 55 n y n n n y n
50 68 163 65 y y n n n n y
30 63 185 45 n y n n y n n
59 68 134 62 n y y y y y n
43 70 212 74 y y n n y y y
43 71 218 47 y y n n y y y
36 65 150 71 n y n y n n n
64 73 208 49 y y n n n n n
56 68 205 51 y y n n n n n
44 67 134 61 y y n n y n n
34 69 211 54 y y y n y n n
49 68 166 71 y n n n n n n
61 62 143 70 y n n n y n n
39 67 158 45 n y n n y n n
38 68 167 70 n n y n n y y
37 72 146 69 n y y n n n n
43 71 202 65 y n y y n n y
44 73 186 48 n y n y y n y
49 67 204 70 y n y n n y y
32 65 162 59 n n n y n n n
51 75 220 50 n y n n n y n
49 69 168 48 n y n n n n n
44 73 237 60 y y n y n n n
58 68 196 63 y n n n y n y
48 65 180 41 y y n y n n n
43 66 198 70 n n n y n n n
58 65 175 59 y y y n n y y
51 63 181 44 y n n n n n n
31 69 177 69 y y y n n n y
45 68 160 50 n y y y n y y
50 71 211 53 n y n n y y n
45 79 231 58 y n y y n n y
52 69 167 53 y y n n n n n
43 68 191 53 n y n n n n y
37 77 215 70 n y n y y n n
43 65 176 58 n n y n y n n
41 68 183 65 y y y n n n y
37 70 134 70 n y y n y n y
44 70 177 55 y y n y n n y
52 80 202 63 n y y y n n n
27 75 254 50 n y n n n y y
45 68 183 75 y y y n n n y
41 71 233 70 y y n y n n n
37 68 169 62 n y n n n n n
53 70 209 54 y n y n n n n
45 69 209 53 n y n y n n n
52 68 173 65 y y y y n n n
39 73 198 71 n y n n n n n
52 79 253 74 n y y n n n y
50 67 205 55 y y n n y y y
28 68 164 71 y y n y n n n
46 62 149 72 n y n n n n n
49 65 147 69 y y n n n n n
39 67 165 68 n y n n n n y
45 66 192 71 y y n n n n n
40 66 157 66 y n n n n n n
41 71 178 52 n y n n n y y
45 73 231 56 y y n y n n n
53 65 162 56 n y n n n n n
42 68 183 55 n y n n n n n
47 72 168 61 n y n y n n n
45 63 172 72 n n n n n n n
52 69 155 53 y y n n n y y
44 68 131 58 y y y y n n y
44 61 167 49 n y n y y n n
41 67 159 45 y n n n n n n
36 77 261 76 y n y n y y n
51 72 222 58 y y n n y y y
47 70 189 54 y y n y n n y
42 72 221 44 n y n n n n n
54 72 206 53 n y n n y y y
50 69 223 79 n y y n n n y
52 68 172 47 y n n y n n y
38 69 211 72 y y y n n n n
49 62 177 62 n y y y y y n
45 71 215 48 y n n n y n n
40 68 194 49 y y n n n y y
61 71 199 46 y n n y n y y
43 65 145 64 n y y n y n y
43 66 204 73 y y n n y n y
45 68 199 55 y y n n y n n
54 57 136 58 y y n n n n n
40 68 210 57 n n n y y n n
45 66 160 45 y n n n n n n
56 71 236 69 y y n n y n y
43 68 176 53 y y n y n n y
43 71 202 50 y n n n n n n
36 64 188 55 y y n n n y y
33 69 212 79 n n y n n y n
49 65 152 67 y y y n n n y
49 64 161 70 n n y y y n y
39 61 131 72 y y n n n y n
51 68 191 62 n y n y n n n
54 68 200 45 y n n n n y n
46 71 177 47 n y n n n n n
41 65 194 70 y n n y y n n
37 76 252 58 y y n n y n n
57 66 182 70 n n y n y y y
37 67 176 68 y y n n n n n
54 68 180 61 y y n n n n n
43 69 182 68 n n n n n y n
44 64 124 60 n y n n n n n
30 64 140 64 n n n y y n n
55 70 134 68 n y y n y y y
45 68 126 67 n n n n n n n
41 66 189 72 y y n n y n y
44 69 181 41 n y n n n n n
45 59 122 72 y n n n n n n
67 69 142 65 y y y y y y n
24 72 239 70 n y n n y y n
21 65 115 69 y y n n y n n
37 72 221 60 n y n n n n n
47 67 142 50 y y y y n n y
54 68 175 52 n n n y n n y
50 68 210 43 n n n n n n y
40 70 204 64 n y n n n n y
43 65 195 54 y y n n n n n
37 77 258 53 n n n n n n n
50 65 184 49 n n n n y y y
45 61 168 72 n y n n n n n
41 71 224 77 y n n y y y y
48 68 177 76 n y y n n n y
46 72 218 50 y y n n n n n
48 62 158 48 y y n n n n n
26 62 174 83 y y n n n n y
53 70 197 67 y n y n n n y
39 73 201 51 y y y n n n n
59 64 145 56 n y n n y n n
37 68 162 69 n y n n n n n
43 68 175 50 n y n n n n n
51 74 171 60 y n n y y y n
45 68 130 63 n y y n n n n
49 65 193 60 n n y n n n n
34 61 111 63 y y y y y y n
41 73 199 70 y n n n n y n
45 68 185 49 n n n y y n y
44 68 173 70 y y y n n n y
51 67 200 50 n n n y n n n
58 68 176 80 y y n n n n n
31 70 183 70 n y n n y y n
43 71 158 61 n y n y n y n
35 72 235 70 y y n n y n y
49 71 190 51 y y n y n n y
54 65 119 63 n y n y n n n
45 71 162 52 n y n n n n n
57 68 145 62 n y n n n n n
41 69 145 53 n y n y n n y
39 68 194 48 y n n n n n n
43 72 238 75 n n n n n n n
46 66 173 69 n y n n n n n
44 67 155 48 n y n y n n y
49 68 132 52 y n n n y n n
50 68 210 56 n n n n y n y
37 69 165 68 n y y n n y y
46 71 197 84 n y y n y n y
31 69 190 71 n y n n n y n
46 71 235 49 y y y n n y y
48 68 196 41 y n n n n n n
44 60 105 62 y n n n n n n
51 68 180 67 y n n n y n y
35 70 224 52 n y n n n y y
46 67 161 53 y y n n y n n
49 70 176 75 n y n n y y y
40 64 186 70 n n n y y n y
51 68 218 39 n n n n n y y
50 74 257 66 n y n n y y y
47 67 194 51 n y n n n y n
45 65 154 65 n y y n n n n
44 64 110 66 y n y n n n n
49 72 240 52 y n n n n n n
36 66 189 45 y n n y n n n
48 68 192 70 y y n n n n y
37 69 223 56 n y n y n y y
37 68 177 70 n n n n n n y
58 71 232 47 n n n n n n n
49 61 160 56 y n n n y y y
52 70 192 53 y y y y n n y
56 72 201 50 n y n n n n n
40 69 148 56 y y y n n n n
48 58 117 70 y n y n y n y
40 71 229 78 n y n n y y y
50 70 151 70 y y n n n n n
37 67 197 72 y n n y y n n
41 78 192 58 n y y n n y n
38 65 176 55 y y y n n n n
40 67 178 73 n y n n n n y
49 66 195 56 n n y y n n n
53 64 187 47 y y n n n n n
41 70 135 67 y n n n y n n
42 70 228 47 y n n n n y y
51 69 140 55 n n n y n n y
51 67 162 53 y n n n y n n
40 61 126 71 n y y n n n y
49 67 201 50 y n n n n y y
46 64 156 76 y y y n n n y
44 63 144 44 n n n n n n n
38 68 195 50 n n y n y y y
50 71 195 74 n n n n n n n
40 68 215 59 n y n n y y y
38 68 218 65 n y n n y n n
41 64 190 67 n y n n n n n
55 69 216 59 n y n n y n y
54 70 135 49 y y n n n n n
59 68 174 67 n y y n y y y
48 70 170 47 n n n y n n y
24 66 162 63 n y y n n n n
57 67 209 63 n y n n y n y
49 68 177 54 y n n n n n n
41 68 210 48 n y y n n y n
55 67 178 54 n n n n n y n
43 61 137 53 n y n n n n n
56 68 172 57 y n n y n n y
40 67 188 70 n y y n n n n
46 66 152 59 n y n y n n n
61 68 198 64 n y n n n y n
45 73 187 50 y n n n y n n
36 72 240 48 y y n y n n y
58 71 152 56 y y n n n n n
39 74 253 75 y y n n y n y
37 59 117 59 n y n y n n y
43 73 157 59 n y n n n n n
30 72 180 64 y y y n n n y
46 64 143 45 n y n y n n y
44 69 190 61 y y y n y n n
49 64 180 49 n y n n n n n
52 69 155 70 y y n n y y y
40 69 202 48 n n n n y y y
42 74 196 73 y n n n n n n
45 71 229 67 n n n n y y y
43 67 208 67 n n n y n n n
35 66 171 71 y n y n n n n
46 72 230 45 y y n y n n n
35 68 193 68 n n y n n y n
37 66 140 60 y y y y n n n
48 66 180 45 n y y n n n n
44 69 165 48 n y n y y n y
49 68 176 75 y n n n n y n
48 67 142 67 n y n n n y n
38 63 164 50 n y n n n y n
49 70 193 69 y y n n n n n
37 67 175 64 n y n n n y n
67 66 169 50 y y y n n n y
50 62 144 70 n n y y n n y
41 66 164 60 n y y n y y n
58 71 158 48 y y n n y n n
47 68 216 76 y y n y y y y
64 60 133 67 n y n n n n n
50 66 195 67 y y n n y n y
46 73 203 75 n n y y n n y
41 72 227 57 y n n n y n n
39 71 225 71 n n y n n n n
40 68 198 69 y n y n y n y
50 66 169 70 n y n y y n n
42 63 140 50 y y n y y n y
42 64 157 43 n n n n n n n
41 70 209 78 n n n n n y n
45 72 185 72 y y y y n y n
61 65 152 48 n y n n n n n
40 65 191 60 n n n n n y n
43 71 194 70 y y y n n y y
31 68 201 47 y n n n y n y
57 71 141 46 y n n n y n n
48 73 209 68 y y y n n n y
46 69 174 52 y n n n n y n
45 68 180 53 y y n y n n y
47 67 162 73 y n n n n n n
46 68 169 74 y y n y n y n
47 69 171 74 y y n n n y n
44 69 201 42 n y y n n y y
60 64 173 71 n n n y y n y
46 66 161 53 y n y y n n y
51 61 136 53 y y n n n n n
45 62 138 72 y n y n y n y
36 72 191 67 n y n n n y n
45 66 185 78 y y y y n n n
53 72 218 67 y y y n n n n
39 69 199 46 y n n n n n n
48 68 144 79 n y y y n n n
51 68 136 69 y y n y n y n
45 68 197 59 y n n y n y n
47 68 151 60 n n y n y n y
38 72 208 48 y y n y y y y
45 68 182 71 y y y n n n y
45 63 157 57 y n y n n y n
48 63 111 61 n n n n n y n
35 67 207 50 y y n n n y y
34 65 157 70 n n y y n n y
39 72 234 73 y y n n y n y
47 70 180 56 n y n n y n n
36 74 246 79 y n n n y y y
48 68 159 70 y y n n n n n
43 66 196 47 n n n n y n n
40 63 108 55 n n y n y n n
51 64 189 70 n y y n n n n
55 61 153 72 y y n n n n n
42 62 163 75 n y n n y n y
56 64 190 45 n y n n n n n
39 74 158 62 y y y n y n n
44 73 225 71 y n n n y n n
39 68 210 50 y y n n n n n
61 72 195 44 n y n n n n n
39 63 181 64 n y y n n n y
42 62 170 60 y y n n y n n
53 68 214 57 n n y y n y n
44 69 174 50 y y n y y n y
38 57 124 68 n n y n y n y
53 67 192 70 y y n y n y n
41 64 176 70 n n n n y n y
48 67 179 68 n y n n n n n
52 69 215 49 y n y n n y y
38 65 152 46 y y n n y n y
36 67 196 49 n y n y y y y
47 56 139 53 n y n n n y y
48 71 238 48 n y n n n y n
54 67 170 68 n n y n n n y
43 68 198 60 n y y n n n n
56 62 147 67 y n y n n n y
43 74 244 68 n y n n n n n
39 68 159 73 n y n y n n n
55 61 127 47 n y n y y n y
46 71 225 76 n y n n y n y
47 68 126 46 n y n y n y y
49 80 254 70 n y n n n n n
42 65 144 52 n n n n n y n
60 58 137 50 y y n y n y y
56 68 208 42 n n n n n n n
47 69 139 66 n n y y n n n
28 71 221 66 y y n n y n y
54 69 215 75 n n n y y n y
50 66 187 54 y y n y y n n
48 68 160 75 y y y n y n y
55 67 175 47 n y n y n n y
38 64 172 73 n y n n n n n
46 71 201 69 y n n n y n n
50 69 180 58 y y n n n n n
41 68 213 77 y y n n y n y
55 76 264 66 n n n n n n n
40 71 213 52 n y n n y n n
54 72 181 54 y y y n n y n
46 67 166 56 n n n n n n n
40 67 127 69 y n y n n y n
45 68 169 52 y y n y n n y
45 67 203 70 y n y y y n y
45 66 156 57 n n n n n n n
57 69 221 60 n n y y y n y
46 63 139 47 n y y y n y y
58 68 201 73 n y n n y n n
45 74 172 55 y n y n n n n
43 74 236 50 y y n n n y y
49 74 213 68 y n n n n n n
45 72 208 55 y y y n n y n
51 68 215 66 y n n n n n n
41 66 141 58 n y n y n y n
61 66 198 63 y y n n n n n
36 62 158 54 n n n n y n n
49 73 232 50 n y n y n n n
48 69 202 52 y y n n n n y
44 75 156 54 y n y n n n n
57 60 135 60 y n y y y n y
53 72 239 76 y y n n n n n
62 68 126 67 n n y n y n y
44 70 231 74 y y n n y n y
38 71 218 49 y y n n n y y
43 66 157 70 y y n n n n n
30 64 149 67 n y n n n n n
53 65 155 50 y y y n n y n
60 74 256 47 n n y n n n n
51 67 209 56 n n n n y n n
45 68 212 45 y n y y n n n
47 75 249 73 n n n n y y n
31 76 206 51 y y n y n n y
50 64 154 48 n y n y y y y
47 67 168 69 y y y n n y y
52 75 175 76 n n y n n n y
41 66 198 71 y n n n n y n
47 67 173 68 n y y n n n y
44 68 173 71 y n y y n n y
41 74 195 48 y n n y n y y
49 65 197 72 y y n n n n y
35 68 184 61 n n y n n n y
49 66 126 50 y y n n n n n
55 60 149 50 n y n n y n n
48 66 204 71 y y n y n y n
34 70 221 72 n y n n n n n
53 62 109 61 y y n n n y n
41 66 185 43 n n n n n y y
52 63 125 59 n n y n n y n
55 66 157 69 n y n n n n n
34 71 219 56 n y y n y y n
33 70 182 71 n y n n n n n
50 61 155 68 n y n n n y n
44 68 196 77 y y n n n n n
45 67 179 48 n y n n n n n
44 64 160 63 y y n n n y y
50 68 167 52 n y n n n n n
44 66 203 60 n y n n y y y
51 69 165 48 y n y n n y n
46 68 132 56 y y n y n y n
38 62 104 56 n y y y y y n
60 65 190 58 y y n n n y y
33 69 167 53 y y n n n y n
61 77 237 63 y n n n y y n
44 68 191 46 y y n y y n n
51 66 197 54 n y n n n y n
32 67 160 68 n n n n n n n
56 65 192 49 n n n n n n n
44 69 144 57 y n n n y n n
48 70 218 47 n y n n y n n
41 63 154 49 n n y y n y n
38 69 188 70 n y n n n n n
48 71 166 64 n n n y y y n
45 62 176 53 n n n y n y y
50 64 152 43 n y n y n n y
55 69 171 52 n y n y n n y
39 69 167 44 n n n n n n n
45 70 195 62 y y n n n n n
54 66 187 76 y n n n y n y
48 68 203 49 y y y n y n n
45 66 151 45 y y n n n n n
50 71 215 53 y y n n n n n
